Super Smash Bros.	N64	1999	Fighting	Nintendo	2950000.00	North America
Assassin's Creed	X360	2007	Adventure	Ubisoft	3280000.00	North America
Batman: Arkham City	PS3	2011	Action	Warner Bros. Interactive Entertainment	2700000.00	North America
Forza Motorsport 3	X360	2009	Racing	Microsoft Game Studios	2990000.00	North America
Monster Hunter Freedom Unite	PSP	2008	Role-Playing	Capcom	470000.00	North America
Super Mario Advance	GBA	2001	Platform	Nintendo	3140000.00	North America
Mario Kart: Super Circuit	GBA	2001	Racing	Nintendo	2620000.00	North America
Super Mario World	GBA	2001	Platform	Nintendo	3210000.00	North America
Pokemon Stadium	N64	1999	Strategy	Nintendo	3180000.00	North America
Call of Duty: World at War	PS3	2008	Shooter	Activision	2720000.00	North America
Crash Bandicoot: The Wrath of Cortex	PS2	2001	Platform	Universal Interactive	2070000.00	North America
Minecraft	PS3	2014	Misc	Sony Computer Entertainment	1970000.00	North America
Final Fantasy XIII	PS3	2009	Role-Playing	Square Enix	1740000.00	North America
Dr. Mario	GB	1989	Puzzle	Nintendo	2180000.00	North America
Pokemon Pinball	GB	1999	Misc	Nintendo	3020000.00	North America
Assassin's Creed III	X360	2012	Action	Ubisoft	3130000.00	North America
Final Fantasy IX	PS	2000	Role-Playing	SquareSoft	1620000.00	North America
Final Fantasy X-2	PS2	2003	Role-Playing	Electronic Arts	1920000.00	North America
Donkey Kong 64	N64	1999	Platform	Nintendo	3330000.00	North America
Assassin's Creed II	X360	2009	Action	Ubisoft	3100000.00	North America
Professor Layton and the Curious Village	DS	2007	Puzzle	Nintendo	1220000.00	North America
Tomb Raider II	PS	1997	Action	Eidos Interactive	2300000.00	North America
Madden NFL 2004	PS2	N/A	Sports	Electronic Arts	4260000.00	North America
Dragon Quest VIII: Journey of the Cursed King	PS2	2004	Role-Playing	Square Enix	650000.00	North America
Diablo III	PC	2012	Role-Playing	Activision	2430000.00	North America
Super Mario Bros. 3	GBA	2003	Platform	Nintendo	2930000.00	North America
New Super Mario Bros. U	WiiU	2012	Platform	Nintendo	2320000.00	North America
Super Mario Land 3: Wario Land	GB	1994	Platform	Nintendo	2490000.00	North America
FIFA Soccer 13	X360	2012	Action	Electronic Arts	1080000.00	North America
The Legend of Zelda: Phantom Hourglass	DS	2007	Action	Nintendo	1900000.00	North America
Donkey Kong Country 2: Diddy's Kong Quest	SNES	1995	Platform	Nintendo	2100000.00	North America
Tomodachi Life	3DS	2013	Simulation	Nintendo	960000.00	North America
Mario & Sonic at the Olympic Games	DS	2008	Sports	Sega	1640000.00	North America
Medal of Honor: Rising Sun	PS2	2003	Shooter	Electronic Arts	1980000.00	North America
Kirby's Dream Land	GB	1992	Platform	Nintendo	2710000.00	North America
Fable III	X360	2010	Role-Playing	Microsoft Game Studios	3590000.00	North America
Call of Duty: Advanced Warfare	XOne	2014	Shooter	Activision	3210000.00	North America
Microsoft Flight Simulator	PC	1996	Simulation	Microsoft Game Studios	3220000.00	North America
Guitar Hero II	PS2	2006	Misc	RedOctane	3810000.00	North America
Resident Evil 5	PS3	2009	Action	Capcom	1960000.00	North America
Grand Theft Auto V	XOne	2014	Action	Take-Two Interactive	2660000.00	North America
Grand Theft Auto: Vice City Stories	PSP	2006	Action	Take-Two Interactive	1700000.00	North America
FIFA Soccer 11	PS3	2010	Sports	Electronic Arts	600000.00	North America
Super Mario Bros.	GB	1999	Platform	Nintendo	3400000.00	North America
Resident Evil	PS	1996	Action	Virgin Interactive	2050000.00	North America
Tony Hawk's Pro Skater	PS	1999	Sports	Activision	3420000.00	North America
Super Smash Bros. for Wii U and 3DS	WiiU	2014	Fighting	Nintendo	2590000.00	North America
Warzone 2100	PS	1999	Strategy	Eidos Interactive	2790000.00	North America
Spyro the Dragon	PS	1998	Platform	Sony Computer Entertainment	3360000.00	North America
Link's Crossbow Training	Wii	2007	Shooter	Nintendo	3060000.00	North America
Guitar Hero III: Legends of Rock	PS2	2007	Misc	Activision	3490000.00	North America
Fallout 3	X360	2008	Role-Playing	Bethesda Softworks	3390000.00	North America
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness	DS	2007	Role-Playing	Nintendo	1850000.00	North America
Uncharted: Drake's Fortune	PS3	2007	Action	Sony Computer Entertainment	2310000.00	North America
Madden NFL 06	PS2	2005	Sports	Electronic Arts	3980000.00	North America
LEGO Star Wars: The Complete Saga	DS	2007	Action	LucasArts	2890000.00	North America
Diddy Kong Racing	N64	1997	Racing	Nintendo	2910000.00	North America
Monster Hunter Freedom 3	PSP	2010	Role-Playing	Capcom	0.00	North America
Dr. Mario	NES	1990	Puzzle	Nintendo	2620000.00	North America
God of War III	PS3	2010	Action	Sony Computer Entertainment	2740000.00	North America
StarCraft II: Wings of Liberty	PC	2010	Strategy	Activision	2560000.00	North America
Assassin's Creed	PS3	2007	Adventure	Ubisoft	1910000.00	North America
FIFA 15	PS3	2014	Sports	Electronic Arts	570000.00	North America
Crash Team Racing	PS	1999	Racing	Sony Computer Entertainment	2570000.00	North America
FIFA 17	PS4	2016	Sports	Electronic Arts	280000.00	North America
Batman: Arkham City	X360	2011	Action	Warner Bros. Interactive Entertainment	2990000.00	North America
Driver 2	PS	2000	Action	Atari	2360000.00	North America
The Simpsons: Hit & Run	PS2	2003	Racing	Vivendi Games	1730000.00	North America
Tony Hawk's Pro Skater 2	PS	2000	Sports	Activision	3050000.00	North America
Animal Crossing: City Folk	Wii	2008	Simulation	Nintendo	1870000.00	North America
The Lord of the Rings: The Two Towers	PS2	2002	Action	Electronic Arts	1940000.00	North America
Forza Motorsport 4	X360	2011	Racing	Microsoft Game Studios	2080000.00	North America
Tomb Raider	PS	1996	Action	Eidos Interactive	2290000.00	North America
Guitar Hero III: Legends of Rock	Wii	2007	Misc	Activision	3060000.00	North America
The Legend of Zelda: A Link to the Past	SNES	1991	Action	Nintendo	2420000.00	North America
The Legend of Zelda: The Wind Waker	GC	2002	Action	Nintendo	2600000.00	North America
Mario & Sonic at the Olympic Winter Games	Wii	2009	Sports	Sega	1890000.00	North America
Luigi's Mansion: Dark Moon	3DS	2013	Action	Nintendo	1780000.00	North America
Splatoon	WiiU	2015	Shooter	Nintendo	1550000.00	North America
The Last of Us	PS4	2014	Action	Sony Computer Entertainment	1780000.00	North America
Guitar Hero III: Legends of Rock	X360	2007	Misc	Activision	3190000.00	North America
Madden NFL 2005	PS2	2004	Sports	Electronic Arts	4180000.00	North America
Pitfall!	2600	1981	Platform	Activision	4210000.00	North America
Madden NFL 07	PS2	2006	Sports	Electronic Arts	3630000.00	North America
Spider-Man: The Movie	PS2	2002	Action	Activision	2710000.00	North America
Dragon Quest VII: Warriors of Eden	PS	2000	Role-Playing	Enix Corporation	200000.00	North America
Uncharted: The Nathan Drake Collection	PS4	2015	Action	Sony Computer Entertainment	1960000.00	North America
Call of Duty: Advanced Warfare	PS3	2014	Shooter	Activision	1540000.00	North America
God of War	PS2	2005	Action	Sony Computer Entertainment	2710000.00	North America
Nintendo Land	WiiU	2012	Misc	Nintendo	2550000.00	North America
Michael Jackson: The Experience	Wii	2010	Misc	Ubisoft	2670000.00	North America
Tony Hawk's Pro Skater 3	PS2	2001	Sports	Activision	2660000.00	North America
Winning Eleven: Pro Evolution Soccer 2007	PS2	2006	Sports	Konami Digital Entertainment	100000.00	North America
The Elder Scrolls IV: Oblivion	X360	2006	Role-Playing	Take-Two Interactive	2820000.00	North America
Zelda II: The Adventure of Link	NES	1987	Adventure	Nintendo	2190000.00	North America
Need for Speed: Most Wanted	PS2	2005	Racing	Electronic Arts	2030000.00	North America
Resistance: Fall of Man	PS3	2006	Shooter	Sony Computer Entertainment	1730000.00	North America
Sonic the Hedgehog	GEN	1991	Platform	Sega	3030000.00	North America
Kingdom Hearts II	PS2	2005	Role-Playing	Square Enix	2200000.00	North America
FIFA 14	X360	2013	Sports	Electronic Arts	920000.00	North America
Call of Duty: Advanced Warfare	X360	2014	Shooter	Activision	2750000.00	North America
Asteroids	2600	1980	Shooter	Atari	4000000.00	North America
Fable II	X360	2008	Role-Playing	Microsoft Game Studios	2510000.00	North America
Halo 5: Guardians	XOne	2015	Shooter	Microsoft Game Studios	2640000.00	North America
Super Mario 3D World	WiiU	2013	Platform	Nintendo	2110000.00	North America
Batman: Arkham Asylum	PS3	2009	Action	Eidos Interactive	2230000.00	North America
Assassin's Creed: Revelations	PS3	2011	Action	Ubisoft	1410000.00	North America
Namco Museum	GBA	2001	Misc	Namco Bandai Games	3000000.00	North America
Metal Gear Solid 3: Snake Eater	PS2	2004	Action	Konami Digital Entertainment	1460000.00	North America
Daxter	PSP	2006	Platform	Sony Computer Entertainment	2450000.00	North America
Warcraft II: Tides of Darkness	PC	1995	Strategy	Activision	1700000.00	North America
The Legend of Zelda: Ocarina of Time	3DS	2011	Action	Nintendo	2030000.00	North America
FIFA Soccer 06	PS2	2005	Sports	Electronic Arts	780000.00	North America
EyeToy Play	PS2	2003	Misc	Sony Computer Entertainment	880000.00	North America
Uncharted 4: A Thief's End	PS4	2016	Shooter	Sony Computer Entertainment	1300000.00	North America
Gran Turismo 5 Prologue	PS3	2007	Racing	Sony Computer Entertainment	1280000.00	North America
Assassin's Creed: Revelations	X360	2011	Action	Ubisoft	2250000.00	North America
Street Fighter IV	PS3	2009	Fighting	Capcom	2020000.00	North America
FIFA 12	X360	2011	Sports	Electronic Arts	840000.00	North America
Teenage Mutant Ninja Turtles	NES	1989	Action	Palcom	3380000.00	North America
Excitebike	NES	1984	Racing	Nintendo	2040000.00	North America
Frogger	PS	1997	Action	Hasbro Interactive	3790000.00	North America
Madden NFL 2003	PS2	2002	Sports	Electronic Arts	3360000.00	North America
Watch Dogs	PS4	2014	Action	Ubisoft	1400000.00	North America
Half-Life	PC	1997	Shooter	Vivendi Games	4030000.00	North America
Super Mario World 2: Yoshi's Island	SNES	1995	Platform	Nintendo	1650000.00	North America
FIFA Soccer 07	PS2	2006	Sports	Electronic Arts	710000.00	North America
The Legend of Zelda: Skyward Sword	Wii	2011	Action	Nintendo	2140000.00	North America
Street Fighter II Turbo	SNES	1992	Fighting	Capcom	1420000.00	North America
Carnival Games	Wii	2007	Misc	Take-Two Interactive	2130000.00	North America
Fallout 4	XOne	2015	Role-Playing	Bethesda Softworks	2450000.00	North America
World of Warcraft: The Burning Crusade	PC	2007	Role-Playing	Activision	2570000.00	North America
Fallout: New Vegas	X360	2010	Role-Playing	Bethesda Softworks	2650000.00	North America
God of War II	PS2	2007	Action	Sony Computer Entertainment	2320000.00	North America
Forza Motorsport 2	X360	2007	Racing	Microsoft Game Studios	2350000.00	North America
World Soccer Winning Eleven 9	PS2	2005	Sports	Konami Digital Entertainment	120000.00	North America
Namco Museum Vol.3	PS	1996	Misc	Sony Computer Entertainment	2280000.00	North America
Tekken Tag Tournament	PS2	2000	Fighting	Namco Bandai Games	1680000.00	North America
Far Cry 4	PS4	2014	Shooter	Ubisoft	1120000.00	North America
Star Fox 64	N64	1997	Shooter	Nintendo	2780000.00	North America
Minecraft	PS4	2014	Misc	Sony Computer Entertainment Europe	1380000.00	North America
Golf	NES	1984	Sports	Nintendo	1220000.00	North America
Fallout 3	PS3	2008	Role-Playing	Bethesda Softworks	2150000.00	North America
Professor Layton and the Diabolical Box	DS	2007	Puzzle	Nintendo	920000.00	North America
Left 4 Dead 2	X360	2009	Shooter	Electronic Arts	2670000.00	North America
Namco Museum: 50th Anniversary	PS2	2005	Misc	Namco Bandai Games	2080000.00	North America
EA Sports Active	Wii	2009	Sports	Electronic Arts	2100000.00	North America
Assassin's Creed: Unity	PS4	2014	Action	Ubisoft	1180000.00	North America
Donkey Kong Land	GB	1994	Platform	Nintendo	1970000.00	North America
Tony Hawk's Underground	PS2	2003	Sports	Activision	2290000.00	North America
Assassin's Creed IV: Black Flag	PS3	2013	Action	Ubisoft	1330000.00	North America
Monster Hunter 4 Ultimate	3DS	2014	Role-Playing	Nintendo	670000.00	North America
MotorStorm	PS3	2006	Racing	Sony Computer Entertainment	1530000.00	North America
The Elder Scrolls V: Skyrim	PC	2011	Role-Playing	Bethesda Softworks	1150000.00	North America
Tekken 5	PS2	2005	Fighting	Namco Bandai Games	930000.00	North America
Dragon Warrior III	NES	1988	Role-Playing	Enix Corporation	100000.00	North America
Sports Champions	PS3	2010	Sports	Sony Computer Entertainment	2120000.00	North America
NBA 2K16	PS4	2015	Sports	Take-Two Interactive	2480000.00	North America
World Soccer Winning Eleven 8 International	PS2	2004	Sports	Konami Digital Entertainment	160000.00	North America
Flash Focus: Vision Training in Minutes a Day	DS	2007	Misc	Nintendo	870000.00	North America
Namco Museum Vol.1	PS	1995	Misc	Sony Computer Entertainment	2120000.00	North America
The Legend of Zelda: Link's Awakening	GB	1992	Action	Nintendo	2210000.00	North America
Mario & Luigi: Bowser's Inside Story	DS	2009	Role-Playing	Nintendo	2260000.00	North America
Big Brain Academy: Wii Degree	Wii	2007	Misc	Nintendo	1060000.00	North America
Nintendogs + cats	3DS	2011	Simulation	Nintendo	1440000.00	North America
Batman: Arkham Knight	PS4	2015	Action	Warner Bros. Interactive Entertainment	1490000.00	North America
Mario & Sonic at the London 2012 Olympic Games	Wii	2011	Sports	Sega	1140000.00	North America
LEGO Indiana Jones: The Original Adventures	X360	2008	Action	Activision	2400000.00	North America
Resident Evil Director's Cut	PS	1996	Action	Virgin Interactive	1820000.00	North America
Ratchet & Clank: Size Matters	PSP	2007	Platform	Sony Computer Entertainment	1400000.00	North America
Just Dance 2014	Wii	2013	Misc	Ubisoft	1980000.00	North America
The Sims: Unleashed	PC	2002	Simulation	Electronic Arts	2030000.00	North America
Super Paper Mario	Wii	2007	Platform	Nintendo	1980000.00	North America
Harry Potter and the Sorcerer's Stone	PS	2001	Action	Electronic Arts	1370000.00	North America
The Witcher 3: Wild Hunt	PS4	2015	Role-Playing	Namco Bandai Games	960000.00	North America
Resident Evil 3: Nemesis	PS	1999	Action	Eidos Interactive	1300000.00	North America
Spyro: Year of the Dragon	PS	2000	Platform	Sony Computer Entertainment	1930000.00	North America
FIFA Soccer 2005	PS2	2004	Sports	Electronic Arts	580000.00	North America
Pokémon Trading Card Game	GB	1998	Strategy	Nintendo	1490000.00	North America
Battlefield 4	PS3	2013	Shooter	Electronic Arts	1300000.00	North America
MySims	DS	2007	Simulation	Electronic Arts	1590000.00	North America
Friend Collection	DS	2009	Misc	Nintendo	0.00	North America
Tony Hawk's Pro Skater 4	PS2	2002	Sports	Activision	2130000.00	North America
Midnight Club 3: DUB Edition	PSP	2005	Racing	Take-Two Interactive	1650000.00	North America
Banjo-Kazooie	N64	1998	Platform	Nintendo	1870000.00	North America
SOCOM: U.S. Navy SEALs	PS2	2002	Shooter	Sony Computer Entertainment	2530000.00	North America
Guitar Hero: World Tour	Wii	2008	Misc	Activision	2330000.00	North America
Gran Turismo 6	PS3	2013	Racing	Sony Computer Entertainment	710000.00	North America
Jak and Daxter: The Precursor Legacy	PS2	2001	Platform	Sony Computer Entertainment	2080000.00	North America
Pokemon Snap	N64	1999	Simulation	Nintendo	2230000.00	North America
FIFA Soccer 10	PS3	2009	Sports	Electronic Arts	600000.00	North America
Pro Evolution Soccer 2008	PS2	2007	Sports	Konami Digital Entertainment	50000.00	North America
Call of Duty: Ghosts	PS4	2013	Shooter	Activision	1780000.00	North America
Resident Evil 4	PS2	2005	Action	Capcom	2080000.00	North America
Tom Clancy's The Division	PS4	2016	Shooter	Ubisoft	1280000.00	North America
